,,EP_TTM,EP_LYR,BP_LF,BP_LYR,NCF_TTM,OCF_TTM,SP_TTM,SP_LYR,FCFP_LYR,EV/EBITDA,DYR,sales_gr_TTM,net_asset_gr_TTM,gross_margin_gr_TTM,net_profit_gr_TTM,total_asset_gr_TTM,net_cash_flow_gr_TTM,invest_cash_flow_gr_TTM,finance_cash_folw_gr_TTM,operate_cash_flow_gr_TTM,operete_profit_gr_TTM,CUR,QR,BOOK_LEVEL,DEBT_TO_ASSETS,CASH_FLOW_LIABILITY,DEBT_TO_EQUITY,REV_5D,REV_10D,REV_3M,REV_6M,REV_1Y,REV_3Y,REV_LAST1M_MAX,LN_HIGH-LOW,RVI,RSTR12,CYF,CRY,CR20,RSI,DEA,MACD,K,D,J,INDUSTRY_SW,CAP
2015-05-29,601628.SH,0.037380589525994296,0.032320453269943435,0.303101455605359,0.2850864457331222,0.00038329804951263777,0.028315891815771124,0.4858242446303418,0.4472877406942503,0.18581451325098514,,0.8508224617129893,10.1466,34.6835,,69.5678,12.0244,102.5703,69.8945,91.6545,-71.7331,91.4646,,,,86.7021,,6.5916,0.93676939,0.95477931,0.98906031,1.61817347,2.63241717,2.01333246,0.06031582,0.19735515508594126,-0.51612903,37.99314457518052,32.036647851193855,8.041835533107458e+24,0.75147929,28.71375545512579,-0.2638568772276776,-0.3659615351216774,34.04916502458001,44.10551594590801,13.936463181923985,非银金融,734237667800.0
2015-05-29,601633.SH,0.060879402957136924,0.05711182505271607,0.2382804511025325,0.23757860656387725,-0.021800790684499787,0.04352534178436547,0.4771384371025065,0.4445262036197671,-0.016564318789221724,11.653738594046347,1.728608470181504,14.3255,19.9488,-4.4457,2.7897,20.3967,-449.0625,-6.2747,37.9265,-32.594,0.9035,1.4192,1.2824,0.0462,41.7904,25.3063,0.7193,0.91401202,0.99826886,0.93884335,1.30769332,1.7053156000000003,3.46004046,0.04215647,0.1655374545276315,-0.26937269,35.79249401583245,50.64722268578189,7.437248667980115e+24,0.53694358,29.666651683859428,-0.22818023023796324,-0.04552728215326008,40.29284544069293,52.387136069531174,16.10426418301644,汽车,92987766040.0
2015-05-29,601668.SH,0.08438553434986723,0.08080904761904761,0.5091602136035709,0.4977424203365557,0.11296953566583524,0.04685556032939492,1.6107158402492248,1.6208302523270954,0.05592889770313928,7.320364821073457,1.5359828141783027,15.5282,30.0611,7.1222,12.6169,16.3628,237.3614,-22.1912,281.0872,168.5994,9.4508,1.3719,0.6491,0.8782,76.6163,2.4932,4.505,0.9047619,0.97896951,1.5089141000000001,2.20616114,3.31041774,3.0897471000000003,0.1,0.3525756441877916,-0.28723404,44.35597972074053,78.71699906826427,7.962339641407482e+24,0.72329472,33.81211995593729,0.2031343716079608,-0.14267248072405714,40.51355434250885,50.364655399411575,20.811352228703388,建筑装饰,277933478200.0
2015-05-29,601669.SH,0.035033057984880184,0.034289993017179624,0.2731489492309956,0.2871518723449679,0.05347129235718336,0.03647032641943203,1.225948110047785,1.1970654731846055,-0.121369692916292,14.48066236896601,0.9834938101788172,13.7963,18.2311,0.9373,0.5255,25.118000000000002,30.2072,-70.1611,135.2288,-41.7278,2.2197,1.1927,0.6383,1.6221722,83.8681,3.3418,6.1571,0.91159875,0.97127589,1.83354351,3.4784688999999998,5.48679301,3.45062043,0.08652038,0.3797973613595865,-0.22292994,46.93327997476614,92.57729445694969,7.664021037566864e+24,0.62131304,35.12796621242331,0.9142325012162438,-0.44679321229585867,40.54400768454346,52.80472220400116,16.022578645628062,建筑装饰,47982000000.0
2015-05-29,601688.SH,0.03496267483988188,0.027416863034614245,0.2506213093697612,0.25238679475897136,0.13044752543855914,0.19001558960067297,0.090632305591938,0.07371604480841155,0.12072838478600027,,1.7111567419575633,97.2812,12.5679,,139.4241,87.9229122,1446.7853054999998,450.45337459999996,85.0524,411.8599,142.1746,,,,88.0135,,7.4619,0.92089505,1.07822878,1.35949189,1.60220593,3.86014922,2.91199136,0.09996338,0.2579148365694243,-0.31779661,45.65979602290901,78.79041148268797,7.36653041480211e+24,1.05399438,36.21974782955267,0.5990880106536298,0.11079202624358198,54.94417987695733,65.78246168388135,33.26761626310929,非银金融,163632000000.0
2015-05-29,601718.SH,0.02868547589872455,0.029851241102739925,0.3084292668305866,0.3035697583642196,0.02133558530714057,0.018216632721613172,0.48614599195961206,0.5658938257865909,-0.03835060575462123,19.73271421357202,0.3729146221786065,-28.6032,9.0138,24.3552,13.4465,11.7371,26.918000000000003,-19.3456,351.4698,-41.2599,-82.1921,1.8011,1.2532,0.1387,40.771,10.492,0.705,0.95951036,1.12348401,1.43117978,2.09240246,4.10886982,2.87444013,0.09990834,0.3354727362881293,-0.14285714,51.36148674903345,77.75238905135888,7.923328029841464e+24,0.94142066,43.94242868918416,0.457760754634082,0.04248100184731718,60.221237574631694,72.4070310513221,35.849650621250866,纺织服装,39302830000.0
2015-05-29,601727.SH,0.00912144249511314,0.009188265867982364,0.13102048438329655,0.12314530160329284,0.0156795126374142,0.01227603528484354,0.2775674395459682,0.2761871747839569,0.025659404967086654,28.43507792433095,0.34432656826568264,-1.209,11.027000000000001,1.7211,4.9353,17.4544,485.0089,-33.3465,433.0688,-58.6959,9.2385,1.2769,0.9808,0.2064,68.1806,3.6693,2.8258,0.99907834,1.07860697,2.03759398,3.48553055,5.96148934,4.03446409,0.10010881,0.4716049106127096,0.02867384,60.424425307788646,79.94946744482249,7.337439299182257e+24,1.42774566,50.10246533310672,1.8503340154072057,-0.04705237651376759,58.608569799457776,71.82307944379889,32.179550510775556,电气设备,213563493828.8
2015-05-29,601766.SH,0.011594393660589765,0.011174832226136862,0.11561121152319327,0.08517425314768462,0.004269207901552337,0.016881385837914025,0.2621045003027089,0.2517228218007575,0.01595028479785606,64.34753470632145,0.15707054406970225,29.1291,10.9969,17.7551,34.4327,23.3106,-57.1288,60.2195,-200.9671,-17.2931,45.9848,1.258,0.8197,0.27899999999999997,65.7082,9.0303,2.5116,,,,,,,0.06112224,0.1287560226594531,,53.45313515561677,,,,42.229106583934545,0.8675477056432641,-0.6551790408717211,18.844889312041847,18.917296159771027,18.700075616583486,机械设备,674926038028.8499
2015-05-29,601788.SH,0.03212439576200713,0.01982706907153325,0.26142496696741657,0.2474090793708737,0.13044752543855914,0.16422172633759138,0.08508981267001005,0.06328211267865674,0.056104376057731914,,0.2621231979030144,114.6813426,19.9591,,182.2883922,87.9229122,797.561,42.7766,651.1269,577.9305662999999,208.6765094,,,,82.0772,,4.718999999999999,0.90029499,0.98770227,1.28171054,1.57217013,3.73573169,2.31413153,0.08742989,0.1790865715420468,-0.29605263,40.58743893014557,69.70547667452425,7.599113866599578e+24,0.70421155,31.4063466266357,0.32234075641251136,-0.4574525706643504,39.90593559608603,53.726933527934996,12.263939732388096,非银金融,104317360000.0
2015-05-29,601800.SH,0.04852735138355173,0.048046560086539465,0.3957107460324005,0.4031621339851113,-0.058435169972440214,-0.028834195853516875,1.3115761323103148,1.2685788629256216,-0.10950550313913024,13.497944191008404,1.0499160604364857,11.5928,23.7148,7.3143,17.3536,18.9941,-159.6585,-38.2288,-38.8095,-248.9299,9.6343,1.0856,0.7024,1.341,78.9393,-2.5703,4.2308,0.87770138,0.97971491,1.29398986,2.47850208,5.01966168,3.48108513,0.09988839,0.2773651054808484,-0.22093023,40.35995210638594,58.327925687156664,7.930442601100437e+24,0.59158839,30.542907020536752,0.12863422249616158,-0.22259951702598654,42.562871771515844,58.50417033931924,10.680274635909056,建筑装饰,209923097044.75
2015-05-29,601808.SH,0.058741772406331175,0.062406117555694036,0.4020980442233609,0.3937638684619911,-0.04978007205790002,0.083236140288792,0.2771167584385171,0.280876894088757,-0.026287756628461858,9.158619766513237,1.7090620031796504,14.7705,11.5007,-5.4467,2.2098,0.2382,-1324.5425054999998,8.2173,-818.1852,8.1435,2.2556,1.7873,1.6685,0.5185,43.2033,85.3541,0.7617,0.91557496,1.00318979,1.3002584,1.43935927,1.55452587,1.54141098,0.06180607,0.2075358397509768,-0.23626374,43.153966008880424,61.817186676874,8.013573116532485e+24,0.7782838000000001,32.671106829719,0.5218190084556367,-0.3227713097753191,49.55854288331553,63.263932664380654,22.147763321185327,采掘,74485374880.0
2015-05-29,601818.SH,0.12047357792886405,0.11560988052676417,0.7771362123395802,0.7416165286534397,0.13044752543855914,0.19001558960067297,0.3433252548209569,0.3254079486614515,0.18581451325098514,,3.3268858800773686,24.6633,14.6445,,8.0159,11.2614,206.6676,-325.2078,917.3008078,577.9305662999999,12.0279,,,,93.4437,,9.0300185,0.95563771,1.00193798,1.302267,1.32225064,2.24200101,1.97963532,0.05653021,0.10954337207023432,0.05,44.812425106988705,61.37071640019022,7.595835586095442e+24,0.696,36.86521276141809,0.0379641932009324,-0.029556247833847443,48.51963149286208,58.663297123674994,28.232300231236266,银行,205819558615.0
2015-05-29,601857.SH,0.03624570769238215,0.0491256444868956,0.5403775037592745,0.5390028327870382,0.01336719188210698,0.16745155673617215,0.9920888448663092,1.0464574061479304,0.003307408718200914,7.269362517562047,2.7269295302013417,-3.67,0.9790000000000001,-4.9238,-35.6842,0.4949,147.8026,-0.8785,21.7302,25.1088,-21.3876,0.73,0.4463,0.391,44.7766,65.8129,0.9093,0.94303797,0.98431049,1.09157509,1.45899633,1.62800447,1.34517711,0.03436989,0.17803889500195375,-0.43103448,40.93218069322814,23.763134023821344,8.014142383936994e+24,0.55500821,34.10019339197015,-0.016004858882944187,-0.05804047636807716,44.9728624970628,57.0090214247658,20.900544641656797,采掘,1930111167590.56
2015-05-29,601866.SH,0.011445041238892185,0.009725790468990044,0.2296120735007566,0.22720261142767664,0.011294764202236187,0.035292173097992346,0.3246571851026464,0.33205052703528937,-0.035412341533813736,28.229826889912747,,1.2907,5.0642,62.40760455,168.3301,8.7802,260.7743,-370.8456,357.6653,577.9305662999999,159.7717,0.9308,0.8515,0.5985,52.8918,29.2084,1.1269,0.89721422,1.05061867,2.14712644,2.5801105,4.38497653,3.03246753,0.10051282,0.31092892215052864,-0.26530612,48.05832375875958,80.61213263231534,7.835574956631935e+24,0.63669065,35.43059055285524,0.5809065902722668,-0.26439130336107564,39.870237859820726,49.19680030019578,21.217112979070638,交通运输,74086047500.0
2015-05-29,601877.SH,0.045644939538006565,0.04552079811644552,0.14998075851293666,0.1500137762146165,0.0010047440797123137,0.06771011535556114,0.31388859623884885,0.31710030736955075,0.04619503750309337,15.355422902442285,2.005759996661649,2.9394,14.2324,5.5563,12.4995,10.7703,106.57700000000001,-164.5817,-23.6221,157.5499,12.9431,2.4205,2.0568,0.2342,43.6318,75.4254,0.8172,,,,,,,0.0415469,0.09134977858822783,,20.907664878367807,,6.166942098312997e+24,,52.632773601515815,-0.04627497156050401,0.03861024907503557,33.24448585671133,49.91507942982907,-0.09670128952414814,电气设备,40262433508.700005
2015-05-29,601888.SH,0.03158607094081835,0.029323789626479337,0.21421670703836276,0.20139154148160374,-0.003033971537073053,0.03293275381903903,0.4094159504660806,0.3976088637621053,0.018939038951967645,18.81421756306104,0.7788161993769471,14.5963,11.7183,-0.3442,18.1641,13.2914,-105.5772,-106.0528,-121.3982,21.5652,19.9329,2.9055,2.5364,0.0034,25.7252,42.0873,0.3689,,,,,,,,0.0,,66.35069161132897,,,,72.18805142067744,0.025339174506362284,-0.016000248000406517,66.3589948765428,64.35322963454831,70.37052536053177,休闲服务,50139571969.92
2015-05-29,601898.SH,0.0022302691657460657,0.007017586001890028,0.7939275193304689,0.7954475073578823,0.043076287526134543,0.0454201650229427,0.6121678103501423,0.6468003960236353,-0.11490160458528036,19.436941685943328,,-15.3952,-1.5590000000000002,-9.054,-79.8226,11.337,258.0498,32.0929,-7.1806,15.4564,-88.0574,1.2057,0.9955,0.9257,57.9226,10.708,1.6313,0.97284534,1.03387704,1.31419458,1.47406082,2.02955665,0.94398518,0.04486423,0.24153546981599935,-0.24561404,47.798862892022676,61.06376852563019,7.922811650529229e+24,0.65365025,41.756344710245315,0.14821396260278158,-0.008174426742726726,57.651332566121816,67.02522840489853,38.903540888568415,采掘,75412483296.0
2015-05-29,601899.SH,0.014893462293651369,0.015596059491191628,0.18902160602820756,0.1866120390193604,-0.014101821191162347,0.04727287357108932,0.42493424243283795,0.3907924487434123,-0.005913225765292597,23.189884838915905,1.1477761836441895,31.033,1.0053,-25.9379,-2.6555,9.3606,32.5344,-2.6126,99.9997,-18.6471,-10.0026,0.8448,0.4114,0.5373,55.31,30.2173,1.4626,1.29696176177,1.33015267,1.96892655,2.48928571,3.28717363,1.76451531,0.10069444,0.2852937264394816,0.0,98.7618647099576,79.04362023505782,6.166942098312997e+24,-1.18,99.96247895321794,0.17283926819546652,0.2176874800778189,92.23287992673073,84.72267208175714,107.25329561667786,有色金属,110152511440.5
2015-05-29,601901.SH,0.02056563014250586,0.015844747484893066,0.2769784645371424,0.2676119301562289,0.13044752543855914,0.15219833570301058,0.05126619697133169,0.0432239816592227,-0.10670469874271107,,,61.119,86.1592181,,94.868,87.9229122,1446.7853054999998,-116.8338,70.1114,560.2898,108.1889,,,,68.4057,,2.1985,0.93673469,0.95625,1.06993007,1.39231547,2.3989547000000004,2.68428641,0.05784526,0.15023056038215474,-0.26865672,39.344962445829104,78.50324182184157,7.316178572345619e+24,0.71214869,32.32524106103001,-0.05793056500342475,-0.11010028696403662,38.11584064429685,49.90818175862307,14.531158415644386,非银金融,83997000000.0
2015-05-29,601919.SH,0.008878139221350233,0.0026521228915809664,0.17065694499825046,0.17834876751923034,-0.07674602296314642,0.052222193756310674,0.4755209111482986,0.4709392772033649,-0.0059609464503319115,25.000432480758228,,6.7191,3.4025,62.40760455,-17.509,-8.9479,-474.2915,-144.929,-132.7392,577.9305662999999,-95.311,1.3389,1.2828,1.6030000000000002,71.1514,19.6167,4.4564,0.92339545,1.02843966,2.17560976,2.43272727,4.40131579,2.48237477,0.1,0.2362616405648538,-0.43661972,50.325005058780576,80.07333431432309,6.166942098312997e+24,0.70151976,37.472309838877415,0.7177763285474961,-0.2643300631699228,48.07737912128507,54.66714531468423,34.89784673448672,交通运输,102165322896.66
2015-05-29,601933.SH,0.015564283654889747,0.01456891729700046,0.213395764792841,0.1101469084222489,0.10054029901979117,0.04251714084456145,0.6601400244117342,0.6283403359386075,0.018910638601236082,27.7830340571239,,19.5607,86.1592181,3.2071,21.1849,57.9883,786.5935,7.9513,842.2958,20.1389,25.1124,1.5741,1.1883,0.0102,41.2456,28.7406,0.7035,1.22506394,1.33550186,1.57565789,1.85899094,2.38704319,1.88314155,0.10015773,0.369920170688753,0.26829268,77.49188514989909,78.83346689486278,7.573460343386424e+24,2.36011342,84.24691371015872,0.12128909167662542,0.312448722679349,82.43775664025371,81.55705843034998,84.19915306006116,商业贸易,44138892000.0
2015-05-29,601939.SH,0.13422219910903005,0.11560988052676417,0.8199696824792959,0.7799839613090055,-0.07843234640155139,0.19001558960067297,0.3676359764340829,0.3582071910794645,0.18581451325098514,,3.7436065356491532,10.3909,14.6354,,3.6701,8.2672,-269.1251,-43.6148,38.0825,-24.6646,4.3026,,,,92.4681,,9.0300185,0.95502249,0.99066874,1.15818182,1.32985386,1.71072375,1.60877087,0.03011094,0.1116513663099792,0.08163265,41.709399929912905,77.85971734028068,7.880006027328286e+24,0.70196078,33.80250730457649,0.007598939887074861,-0.03047969892926667,45.48923918425789,54.85250702092053,26.762703510932642,银行,61111598950.22
2015-05-29,601958.SH,0.004176104469902494,0.004258331582802592,0.288965646858591,0.29168417529218915,-0.022193552013894,0.0027019857970860765,0.19782613758710324,0.1888864619149104,-0.005773523171754599,78.95512843621124,0.28591851322373124,5.4346,0.3071,7.8476,68.1133,1.4357,-38.8417,-27.4312,-11.2872,-35.1519,-27.4312,4.8208,3.9769,0.0819,15.3877,9.0717,0.1857,0.96416265,0.98590557,1.31608214,1.46139954,2.14517364,1.00454243,0.03939828,0.1841994916181546,0.01020408,48.4490150733491,68.62335464244735,7.872576904895603e+24,0.65048831,40.795874409761936,0.4748748150084398,-0.16969301601177855,49.50482391293844,58.09012032321817,32.334231092378985,有色金属,45140195556.0
2015-05-29,601988.SH,0.13341972010482456,0.11560988052676417,0.884753121355325,0.8950025678327521,-0.1180757026036705,0.1098541577672104,0.3590910098282417,0.3579911424475215,0.18581451325098514,,3.7436065356491532,8.447000000000001,26.2166,,4.9887,6.0498,-125.8021,-462.5939745999999,352.9957,-79.5902,6.297999999999999,,,,92.0593,,9.0300185,0.94748359,0.97522523,1.10741688,1.28106509,1.74792744,1.70995781,0.03002309,0.13441543570552525,-0.29411765,38.68999017119357,34.26074116215373,8.00410458505059e+24,0.43478261,29.839266093965282,-0.011640549360247374,-0.021851120145411712,44.48747387217083,54.858523499577686,23.745374617357143,银行,912614679283.18
2015-05-29,601989.SH,0.005945490477562523,0.007015465524804549,0.18699754183376632,0.18581810592402395,0.02259220917649922,0.01942358250244408,0.18670161819999,0.18792396973506315,-0.0040051776561072176,84.66629144698452,0.24855390582772444,19.8257,7.9473,-34.4357,-35.7016,3.4748,78.7445,-36.8487,-48.0493,545.6382,-54.5811,1.4486,1.0595,0.6345,69.5653,6.0827,2.3638,1.14073596,1.23307746,2.02405498,2.81369427,3.97683752,2.95573756,0.10027473,0.4518436209835173,0.22978723,64.8964813250075,85.63213525135458,7.773608518822126e+24,1.47766547,63.914018723486755,1.0596483521631144,0.4171772387181241,68.51005708365955,72.82608055992561,59.878010131127404,国防军工,317315307462.48004
2015-05-29,601991.SH,0.015833089625613,0.017456449200072263,0.4329981815188009,0.4287032957875084,0.024484076066662468,0.19001558960067297,0.660293002591153,0.6813680609804948,0.049425951717777215,10.586645543935328,1.5503875968992251,-8.4807,-0.43,2.2902,-74.0107,2.9005,163.1652,28.8643,34.9945,-12.2593,-52.361000000000004,0.3687,0.3146,1.6221722,78.8929,37.7633,5.3688,0.97604035,1.04312668,1.30964467,1.68627451,2.23689429,1.63483935,0.09963548,0.2841347115129828,-0.10294118,49.204357692408436,63.000278141709096,7.876989058679462e+24,0.79964851,42.981989869254924,0.15736712975308326,-0.012452097170094822,56.60656124335993,64.2921088259365,41.2354660782068,公用事业,77356346400.0
2015-05-29,601992.SH,0.04236670364713506,0.04357607698099469,0.5622594542792129,0.5595081964412157,-0.05728194396401873,-0.07021002160975881,0.7140013527957697,0.7417862124028444,-0.1337474116005203,13.05260945050224,0.6712564543889844,-14.392000000000001,6.7762,8.4017,-28.066999999999997,11.8768,-247.9549,45.0481,-72.6158,3.9478,-24.7796,1.3603,0.4198,0.6554,68.2006,-7.167000000000001,2.509,0.93333333,0.9855809999999999,1.24012807,1.27272727,2.06003008,1.40775178,0.10039216,0.25534669180884456,-0.36538462,42.570369534262575,71.94013775209307,7.819725341407585e+24,0.7216151999999999,33.84523075304755,0.05113433132724253,-0.046494318819567636,48.85964341365469,58.38801974417441,29.80289075261525,建筑材料,36154498502.5
2015-05-29,601998.SH,0.11833120518114308,0.11560988052676417,0.7832406858256036,0.7510360991061819,0.008196475788060018,0.046584558695272865,0.3699346702424387,0.3607027889886167,0.18581451325098514,,3.4100135317997293,15.9511,13.809000000000001,,0.7358,11.2696,106.8751,-462.5939745999999,159.9984,118.9742,0.6384,,,,93.708,,9.0300185,0.96475196,1.00544218,1.10960961,1.17488076,1.8415615,1.87209338,0.03234501,0.11188514489853747,-0.22222222,42.907313184738676,35.805834114726125,7.187659871803475e+24,0.71736896,36.20423337053735,-0.02134885830839774,-0.002852117827420751,48.85214866877096,56.36083806174465,33.83476988282358,银行,235779162381.23
2015-05-29,603288.SH,0.02256106235559062,0.021537447865241328,0.07170881097559724,0.07715274995321056,0.008032192009785312,0.026392026043363825,0.10523763927948236,0.10115278645972774,0.012009746101810137,34.00719249827877,1.3168494763586789,17.0595,8.9712,9.6491,23.5677,26.8851,-71.2211,-181.9365,28.8871,25.8009,25.149,2.1061,1.815,0.0242,29.9674,91.1666,0.4279,0.98462383,1.05750516,1.39659266,1.6182905,1.87777502,,0.05821206,0.242321529954936,-0.22163588,45.921779071194436,83.96286273709173,6.76930507182438e+24,1.23663578,46.040970670957286,0.6213433389117293,0.11941578528057127,62.439797886742156,74.22723500600783,38.86492364821083,食品饮料,9662835600.0
2015-05-29,603993.SH,0.02266996071084385,0.023612107844053057,0.19199995898438374,0.1894085368043448,0.036642423266507435,0.03958505449358752,0.08043240429909235,0.08623403002903267,0.028332977128760106,22.21241167502791,,2.8105,16.9863,28.1807,37.3372,31.3512,441.7817,-45.8571,87.2455,103.9814,78.7741,3.8371,3.7195,0.6427,47.7533,73.5301,0.9447,0.92242424,0.95843829,1.2166267,1.65434783,2.52404643,,0.05566219,0.22617343932280426,-0.18571429,45.209260102657424,64.06448292183238,7.663393342277491e+24,0.6696706,35.4288601447546,0.14431547384134094,-0.048675413636384834,45.38244192564808,56.61606589391777,22.91519398910869,有色金属,29959368381.0
2015-06-30,000001.SZ,0.09794366830504538,0.09517988936221802,0.6953009088651568,0.6294167928537265,-0.13064534373366177,-0.11190197981223096,0.3748074645332308,0.3528365891532339,0.07658922264859236,,0.9555151933816332,35.6446,16.5422,,22.0472,9.9029,-143.2343,-121.2078,175.4367,-116.9129,22.9203,,,,94.0687,,9.0300185,0.97257525,0.91331658,1.11375383,1.13531035,1.80115767,2.18602857,0.07227139,0.3138083770440009,0.86206897,41.411563821169594,65.19726733537078,8.085739773356115e+24,0.63519313,44.076593562278795,-0.18607966762565906,-0.3444573111641668,34.523227370647945,28.145994354948538,47.27769340204675,银行,171630953578.66
2015-06-30,000002.SZ,0.09267864380977164,0.0981600303018392,0.5541571024572655,0.5495934242638195,0.010376011679346157,0.19924152233019046,0.9088510411598308,0.9126094951176412,0.19938410667145584,6.801740493856193,,11.3577,20.8496,-6.1672,2.2633,6.2453,111.4235,57.9756,-451.5604,577.9305662999999,1.0362,1.3030000000000002,0.3915,0.3488,77.9098,8.6539,4.6113,1.01751927,0.97123746,1.06843267,1.14873418,1.78159509,1.70346128,0.06062819999999999,0.23864773785017498,0.58823529,50.603650836066286,76.5805025493938,8.099500046358624e+24,0.84940273,55.43000271335055,-0.057074798166566174,-0.18119497529703849,50.008567477245826,36.737918812439645,76.54986480685817,房地产,141101230991.16
2015-06-30,000060.SZ,0.011079614952273092,0.011429690704760355,0.17551210334796247,0.1466153241376914,0.03156286282621173,0.01994934240989392,0.574073489998713,0.5974342856302767,0.0032433522341800834,29.996937188732762,0.16137708445400753,1.7309999999999999,19.0148,6.0972,33.0401,9.4153,1043.6821,60.2015,335.4537,-29.6704,7.6783,1.0687,0.6603,0.3672,50.6755,15.9627,1.0979999999999999,0.83028138,0.7169302,1.34374869,1.99473948,2.92165138,2.00220657,0.10009017,0.6121877281174405,0.59701493,34.26718509021229,82.80827229628174,8.141357266801507e+24,0.63620216,24.340429459044547,0.3813062743669127,-1.2802989647295373,17.701510567515616,21.29544576074728,10.513640181052287,有色金属,38321845613.48
2015-06-30,000063.SZ,0.035362183006149774,0.032176419393921935,0.40372955930346777,0.2932205466723198,-0.003470414420520859,0.01086812805606287,1.019175335954167,0.9953989897965716,-0.05222228216178743,13.594147573407852,0.125997480050399,9.4815,41.6387,2.9112,59.1891,9.629,-107.7911,-59.4794,-42.7179,-75.0008,124.9741,1.3863,1.0203,0.4147,69.2289,1.4007,2.3561,0.87633419,0.77405722,1.06199822,1.30824176,1.87024447,1.55610817,0.09976905,0.4774386077332535,0.67213115,34.36183685908815,77.85760676400514,7.564266590780826e+24,0.35328964,34.10367029665687,-0.7500110546242457,-1.5033126677606454,17.998816263828303,18.221864126284828,17.552720538915253,通信,66713686628.0
2015-06-30,000069.SZ,0.04899820535175825,0.05058659121997181,0.3033702980921532,0.2979236244924269,0.013118745808185785,-0.04256155865285339,0.3091347590762757,0.3254666147027669,-0.0243802818795631,11.028267826979194,,-2.6937,16.7218,6.2084,1.6988,5.3655,-28.3651,115.65,301.4977,-167.6999,2.3795,1.6388,0.4185,0.6732,65.1827,-10.2174,2.1442,1.01169135,0.98333333,1.36344538,1.71693122,2.79741379,2.2674876,0.09271523,0.3137287813898817,0.34463277,56.53219894385898,90.70045305402618,7.935539577214815e+24,0.95542636,53.29873410143722,0.5038298274467694,-0.11537963626098426,47.483249821980664,52.68876813198805,37.0722132019659,房地产,40399783693.499985
2015-06-30,000100.SZ,0.04644800198589022,0.04616996189563096,0.3270455571695253,0.2634239260724365,0.10600146177400327,0.06865276195244592,1.4966066200199226,1.4653434540887658,-0.0481725536593687,9.055050628431356,1.4134012302091954,17.2392,64.4575,4.2207,28.6404,36.9029,395.7037,-144.9429,654.3605,-17.3454,93.914,1.145,0.9711,0.6102,69.78699999999999,8.5397,3.202,0.85606061,0.75534759,0.9242438000000001,1.53379869,2.53144651,2.72459369,0.08030593,0.4889316391312543,0.47474747,35.242782562667756,87.97225840370697,7.501071755418346e+24,0.59022556,31.16841455512813,0.021762367350503745,-0.3747154514735061,22.822124174502058,27.92012628189355,12.626119959719086,电子,50824099744.600006
2015-06-30,000157.SZ,-0.002961656365613441,0.009505808636593513,0.6458637343231753,0.6527052155867427,0.010414545338972108,-0.10401527390874636,0.38831993080904337,0.41365031242191097,-0.1937208698393207,33.93718131866616,1.84956843403206,-36.0439,-3.9763,-6.1499,-104.4598,9.5246,140.6217,52.4213,917.3008078,-398.139,-104.3542,2.6098,2.1811,0.6698,58.4412,-21.3986,1.4372,0.94412107,0.81262525,1.09594595,1.16189112,1.90633935,0.80186471,0.09966405,0.4110361531576198,0.51515152,40.3520549285991,81.67794786258888,8.218970896742043e+24,0.74118783,37.56236393106281,0.08837529423036082,-0.4266824843007551,24.903649972355648,23.490288693799826,27.73037252946731,机械设备,50783953178.87
2015-06-30,000166.SZ,0.022479872700037287,0.014197861114220146,0.17057338434710184,0.08916182358588064,0.13785862578800306,0.20282462403909596,0.05458740946646716,0.03585751537767768,-0.07667756717507322,,,114.6813426,86.1592181,,182.2883922,87.9229122,1446.7853054999998,117.8622,22.1134,577.9305662999999,195.9396,,,,84.4382,,5.6149,0.91138531,0.85616438,0.93552101,,,,0.07615894,0.3516835454777588,0.56157635,36.69034324727184,86.1403797608847,6.82141808687934e+24,0.47782037,36.934992627781746,-0.18673039239613606,-0.4730754112528498,25.437659142620312,21.394258859531007,33.524459708798915,非银金融,53271516642.5
2015-06-30,000333.SZ,0.07068778782877551,0.06566523694282562,0.2517835778650612,0.2467896939958835,-0.10605869349205886,0.15045673102027146,0.9112644325338478,0.8857816784295021,0.007578508010113236,9.09828483100933,2.6359384526865237,14.1057,22.2588,8.4819,34.988,19.3872,-301.4005,-462.5939745999999,-140.2469,90.8169,37.6471,1.1994,1.0697,0.0286,63.6469,28.2971,2.0134,0.98105263,1.02109011,1.11865561,1.4270778,2.12793157,,0.08688047,0.20463485575794585,0.84078212,51.662766033130296,70.67564636241774,8.003456544679866e+24,0.79468473,55.00472205849707,0.03760582902517149,-0.3063735581918369,47.41551167814861,46.22156734874231,49.80340033696125,家用电器,84393675416.16
2015-06-30,000338.SZ,0.07219381764151321,0.0793783530189235,0.4990572261972965,0.5129333642059888,0.05186929627494146,0.16208855950502146,1.2723665487217426,1.2581279252061175,0.12847410605084625,5.195987960060512,0.7896399241945674,30.3358,9.69,5.4999,31.2063,33.8649,123.8547,53.9786,-472.5082,82.6019,28.23,1.3863,1.0674,0.7774,65.5008,23.1948,2.3712,0.97565485,0.86126224,0.99559748,1.18134328,1.81645068,1.14913683,0.09996895,0.3547719937926462,0.64622642,46.175848444164494,85.24312467845046,8.017978738088895e+24,0.77755018,47.863044066936205,-0.004100223321020832,-0.2548309538932821,34.04187432564929,29.518222504742976,43.08917796746192,汽车,33119047522.42
