,,EP_TTM,EP_LYR,BP_LF,BP_LYR,NCF_TTM,OCF_TTM,SP_TTM,SP_LYR,FCFP_LYR,PEG_TTM,EV/EBITDA,DYR,sales_gr_TTM,net_asset_gr_TTM,gross_margin_gr_TTM,net_profit_gr_TTM,total_asset_gr_TTM,net_cash_flow_gr_TTM,invest_cash_flow_gr_TTM,finance_cash_folw_gr_TTM,operate_cash_flow_gr_TTM,operete_profit_gr_TTM,CUR,QR,BOOK_LEVEL,DEBT_TO_ASSETS,CASH_FLOW_LIABILITY,DEBT_TO_EQUITY,REV_5D,REV_10D,REV_3M,REV_6M,REV_1Y,REV_3Y,REV_LAST1M_MAX,LN_HIGH-LOW,RVI,RSTR12,CYF,CRY,CR20,RSI,DEA,MACD,K,D,J,INDUSTRY_SW,CAP
2021-03-31,600438.SH,0.025268472215755955,0.017875943395795724,0.20566576449652219,0.2072279993983527,-0.007103475799558331,0.015135121433085012,0.2796046011108979,0.2548170922631098,-0.023261075884117386,0.886260962476603,20.54656405624393,0.541143599282661,20.5859,41.6191,-13.809,44.6539,24.662,-295.7137,30.7156,-96.2268,-36.7005,43.8772,0.9075,0.7321,0.4122,53.9279,11.6981,1.2079,1.08698539,1.03085642,0.88606225,1.22255414,2.50319563,3.24200836,0.05585701,0.3469825893501118,-0.27368421,42.49451924427813,71.53841509353367,7.778279641189708e+24,0.31088435,53.77035247869887,-3.1027927653238954,0.866694357276212,65.55375917961074,48.38528149956637,99.89071453969949,电气设备,140384395094.16
2021-03-31,600482.SH,0.023842281358820133,0.02706243409475875,0.9750438028880499,0.9770378429446871,0.07963965534971844,0.03723743629819458,0.7358130705923213,0.810714385393854,-0.008402003105277485,-2.2344912774614762,22.086073582092776,,-14.4312,36.8083,1.5539,-18.7704,8.934,139.7727,6.993,156.538,602.881,-24.9337,2.5209,1.9075,0.1702,38.4029,8.237,0.6361,1.02231604,1.0119403,0.98090278,0.9746981,1.0462963,0.66963341,0.00907441,0.06610075354202226,-0.25,52.686077370210946,32.84888549563861,7.722815028876851e+24,1.0096463,68.08588067878267,-0.18591117128671159,0.11572894679209556,54.75378577320302,44.77627732610886,74.70880266739134,国防军工,10743643070.55
2021-03-31,600489.SH,0.026845788791158127,0.004422048251690463,0.5735319947559948,0.5791273772324759,0.047084873977050294,0.06340934088812439,1.103830007037628,0.9638075231909243,0.01772893791952572,0.19692723162975986,10.036375350749411,0.2216419183926619,23.5365,69.355,10.2709,189.1551,18.4905,30.2184,-249.7917,559.5801,21.991,160.6694,1.1891,0.4179,0.1916,48.2602,13.7535,1.0117,0.98698225,0.96527778,0.95862069,0.82985075,1.08667724,0.97031903,0.04265403,0.0989311855712772,0.33333333,38.923281365314196,45.98123538289367,7.99210530187729e+24,0.47765957,27.01959027688263,-0.06261274532859977,-0.07746733276852882,18.071849260640505,22.885406268062525,8.444735245796466,有色金属,30489751294.86
2021-03-31,600519.SH,0.018503490403551905,0.018503490863134252,0.06392306914810411,0.0639230680591756,0.010197991445706425,0.02047352713692905,0.03760959266472251,0.03760959266472251,0.019772251789518316,4.279074694331097,37.00812735704852,0.8474365355898456,11.1037,18.6106,0.1165,12.6298,16.5827,13.0758,42.9752,-25.1143,14.2853,12.8614,4.0648,3.4327,0.0,21.4039,113.1266,0.2831,1.0100553,0.9894797,1.07605785,1.20951234,1.96319881,2.81929186,0.03958863,0.09824911872397268,-0.78444155,45.724264778228196,24.741251202437255,8.958775574121914e+24,0.85018479,46.66202001043162,-36.68297849502807,14.236610369941104,49.74252199926699,46.88236973510729,55.4628265275864,食品饮料,2523701380200.0
2021-03-31,600521.SH,0.024021085158459864,0.015230642086292531,0.16531093150254303,0.1741527334914828,-0.026886528253859763,0.044653288105512244,0.16704412064415738,0.1440745092967029,0.00853708062913448,0.298953146547394,21.967230639907807,0.7071885719299135,18.6908,11.2683,8.1808,139.2529,1.1783,-159.1509,-46.7894,-215.146,24.6129,115.983,1.4285,0.8343,0.2467,46.7157,41.6745,0.9019,1.0222664,0.99689802,0.80620884,0.77137714,1.38115562,1.21066735,0.05271318,0.16861570656837863,0.41333333,46.66511614457342,36.71069654985894,7.593780602273971e+24,0.53692762,54.25329758954057,-0.6760439718314872,0.08165755752554027,40.1317900876509,30.72130815766071,58.95275394763127,医药生物,37397972888.37
2021-03-31,600522.SH,0.06479140902851814,0.06479141007966276,0.6504054349732421,0.668412966864467,0.021283154762644158,0.07370373511224862,1.2551672426610645,1.2551672426610645,0.043429081344080724,0.7557643986972261,8.077298515548554,0.8592561615620492,13.6564,9.8966,3.5824,20.4219,16.9417,-74.9394,37.6869,-126.1678,-10.6295,17.9368,1.8729,1.5161,0.2009,48.551,14.3615,0.9754,1.04090909,1.01059135,1.04185623,1.12254902,0.96009151,0.92304229,0.04586331,0.13410992894381207,0.09090909,52.640840565437564,64.79149217110134,8.193858152403476e+24,1.10615711,49.01404594834251,0.21320308964456908,-0.07529770984207207,43.65741472470388,43.72390770472553,43.524428764660584,通信,35107467364.75
2021-03-31,600547.SH,0.023677855292702114,0.023677854293968507,0.2597367918799556,0.2604506548007111,0.00013758688195072402,0.06094310612348976,0.6678363868670716,0.6678363868670716,-0.041114481050096914,0.5360799119609237,15.354219626698491,0.33755368423288157,1.6499,24.4247,27.7023,78.7822,9.808,-96.5796,-109.9388,10396.7338,38.9837,66.4961,0.5157,0.4159,0.2102,50.4341,22.7363,1.1199,0.97752294,0.96643991,0.91068376,0.83405088,0.99335989,1.62199606,0.04086426,0.07315875518638998,0.77777778,36.69079492503318,30.668661449451093,8.097668534302876e+24,0.57037037,23.07519618141339,-0.19154216065819174,-0.088225519396266,20.643017690322505,27.094577901681394,7.739897267604725,有色金属,75362698349.06
2021-03-31,600570.SH,0.011829287938633403,0.016143559266824863,0.043667533790641075,0.05192521301136133,0.006469009932322959,0.0116732482297543,0.044613875830987484,0.04414686489606768,0.016883850502547953,-25.034334896243994,58.09886124643522,0.48534798544095586,8.781,0.5148,-16.3323,-3.3768,25.2963,92456.699,68.9951,41.5716,5.1793,1.1608,0.9654,0.9046,0.0643,47.908,27.283,1.0535,1.01473786,0.93854749,0.89190911,0.85339835,1.23455232,2.85331404,0.04397527,0.13737710208568413,0.51648352,42.63949810200611,49.12947017341036,7.768009693576505e+24,0.66313188,45.958337379763535,-2.0301243339336383,0.1642476015048464,35.97142180168074,32.6094783269861,42.695308751070016,计算机,87703623336.0
2021-03-31,600584.SH,0.018881269783831704,0.0016178785976695795,0.24074775401610357,0.2445100083535231,-0.004433047961282261,0.09937670062021352,0.47613731886388444,0.4292938056799992,0.006102498826447871,0.2765494573334912,11.905372002273802,,18.7841,7.1842,47.9654,191.512,-2.0462,91.6926,2.3654,0.7152,102.5355,208.3315,0.6444,0.4378,0.3743,60.3901,35.8575,1.5257,1.03075068,1.00588408,0.86099219,0.97825465,1.42815372,1.65335236,0.04644577,0.2446966316572526,-0.18518519,38.55469795661217,64.28392452766089,7.991148997580173e+24,0.43659652,47.39670623063072,-1.8719437914853523,0.4148343074125238,51.32893054966595,38.430065085561914,77.12666147787401,电子,46493066462.57
2021-03-31,600585.SH,0.1294243631449828,0.12942436347346356,0.596183395122112,0.5956623414819995,-0.019665310730648842,0.12819945065853286,0.6493110623445854,0.6493110623445854,0.06766624966974216,1.3151524320561836,4.051099425789463,3.904724716907458,12.2348,17.8074,-12.3929,5.875,12.4152,-143.9088,-29.4073,-67.6213,-14.5833,5.024,4.6641,4.3751,0.0507,16.2987,143.6529,0.2024,1.00965898,0.96514038,0.99494949,0.9100924,1.00463939,1.7307138,0.04254068,0.09531017980432493,-0.54651163,43.78739392431819,41.978508828065614,7.30111883283912e+24,0.77785515,39.70887225160405,-0.23316391764246985,-0.22961108197801028,30.29135012792723,30.384817981289856,30.10441442120198,建筑材料,204864766096.38
2021-03-31,600588.SH,0.008463956989005678,0.008463957218627027,0.06463241062281343,0.0645792340738714,-0.013719784250865886,0.013809941616316247,0.07298365968508168,0.07298365968508168,0.012213436085007554,-5.783406191302421,72.8839280426557,0.5531170882508276,0.1754,5.1628,-6.6913,-20.4288,-3.3533,-234.8255,-388.4071,-1397.7495,5.2169,-20.2221,1.1035,1.0502,0.053,49.5744,20.2892,1.114,1.05588409,1.08277744,0.83512629,0.94495898,1.06298089,2.2161761,0.05181986,0.15156968267349258,-0.34782609,52.144066264735315,36.194201574053324,7.834517048058175e+24,1.0618742,62.669633214015285,-1.4918011447247232,1.2962366641747525,82.86234800394334,77.16812135535301,94.250801301124,计算机,116096138791.35999
2021-03-31,600600.SH,0.019064948854731437,0.019064949459102726,0.17860011335217996,0.17860011259824451,0.026724506693971858,0.04289998474950187,0.2404178542318255,0.2404178542318255,0.03059643213155195,2.5433133951980755,22.229596445872023,0.6377148704244668,-0.8006,7.5652,3.7269,20.6236,11.2611,6.2541,-327.7991,53.6773,23.3252,20.4677,1.5879,1.3763,0.217,48.5283,31.9371,0.9769,1.07207093,1.08235294,0.85391445,1.18394181,2.17564342,2.27702525,0.04963211,0.16746802050902163,0.44927536,59.83208167079903,51.47109338552895,8.060808054423454e+24,1.26965236,76.80937686028882,-1.962286231428435,2.755035501454953,81.99409651798565,76.76576533000029,92.45075889395636,食品饮料,58902128542.87999
2021-03-31,600606.SH,0.20171676709452147,0.21674532228623253,1.2260711834156806,1.2463455161096835,0.028758951792025946,0.22256064844384443,7.07580090420032,6.289662055165526,0.26307562696553055,0.5874865019823233,7.110355903582446,7.155635062611807,11.0648,4.5472,2.3753,8.4384,12.0147,-72.6915,-111.0962,189.8316,-25.5227,2.9151,1.2465,0.4274,1.7357,88.6232,1.887,12.7811,1.00902527,0.98415493,0.95392491,0.85474006,1.08495759,0.83750408,0.02737226,0.07010956618702653,0.72727273,51.043098860076064,17.304735745257034,7.5150334304855e+24,0.85675676,54.50459487127007,-0.001953519248821791,-0.01148555200601335,35.36970681392861,35.20521358995728,35.698693261871256,房地产,68019983012.15
2021-03-31,600655.SH,0.08672211517483185,0.0867221119385281,0.7928991331106294,0.7928991453430485,-0.05949498349240256,-0.022935564775509513,1.058121353740332,1.058121353740332,-0.045307898035998655,3.8463871579001787,10.457755054496896,2.6984414347805386,2.6532,2.0502,-8.6719,2.9979,11.074,-110.56,-39.7928,460.8351,-127.015,-6.9171,1.4149,0.5403,0.6375,64.3058,-2.0472,2.1867,1.0,1.02290076,1.3283767,1.2293578,1.59519479,1.19252773,0.06343284,0.1557351238029525,0.65,51.96506234694501,66.61111903225213,8.106357527205675e+24,1.22091975,49.7085305959936,0.04347393544428429,0.11929244713418909,52.42740079638342,57.350805049076605,42.580592290997046,商业贸易,17208793638.079998
2021-03-31,600660.SH,0.022498631727461568,0.022498631469187853,0.18680848236101683,0.18690974748574965,0.003938539173127932,0.045656528817186424,0.17220669184912601,0.17220669184912601,0.03165800503219199,-4.297732292533819,20.672567088990377,1.6276041666666667,-5.6733,1.0489,5.4522,-10.342,-1.0371,-77.1789,62.6717,-2738.5188,2.9423,-4.3709,1.5299,1.2594,0.2178,43.8083,43.5055,0.7795,1.10503597,0.97503174,1.00326584,1.43061161,2.45466699,1.95586872,0.09990619,0.24682919037766302,-0.54615385,47.66007820812819,56.70052323477419,8.199260242753673e+24,0.65015587,56.047060030621495,-2.1857697906456712,0.44996458264550476,55.218266553016655,39.30600966725004,87.04278032454988,汽车,92297610178.56
2021-03-31,600690.SH,0.030513541326803142,0.030513540999276487,0.22155636875041335,0.2292319013490985,0.03668593906258178,0.06049744584291498,0.7209384603566379,0.7209384603566379,0.05791628329820812,-3.995213284629855,13.10531313771283,1.2026940346375883,4.4649,39.5255,-0.5068,-8.2029,8.5382,767.8554,51.9764,82.9381,16.6846,-5.8929,1.0444,0.7752,0.3811,66.5236,16.088,2.0257,1.06780822,1.02565789,1.11476582,1.44351852,2.17758906,1.6895282,0.03967989,0.16620217491407133,0.425,58.71920495512521,37.82797027975543,7.737388799553476e+24,1.41905094,69.77732037540437,-0.3514491313357864,0.470736744967594,62.423162452667306,55.074080404881165,77.1213265482396,家用电器,196700671751.72
2021-03-31,600703.SH,0.010399840676268937,0.012451844408331634,0.2803238421339105,0.2845447768311655,0.04672690294164306,0.013347281073571837,0.07698712172484834,0.0715389405566658,-0.025200609268581912,-4.386207552794299,32.44620792289346,0.3887578561163173,9.9258,35.3147,-18.1881,-21.9222,32.8556,338.0108,-90.3799,337.6146,-51.1798,-19.0044,3.2283,2.4132,0.1432,24.2672,26.8666,0.3204,0.9906383,0.95331695,0.8922959,0.94672631,0.98330645,0.92654977,0.0520156,0.35253633899135883,-0.8852459,34.767072694591675,57.21342540707533,8.071427370610087e+24,0.30157642,32.967306033175156,-1.4709144059015524,-0.08553448063175839,34.89170626343135,29.356088031346033,45.962942727601984,电子,94945732323.84001
2021-03-31,600705.SH,0.09176308165788512,0.09176307899827393,0.9630026238427127,1.1169328931968385,0.6683447373140624,0.2812342932901035,0.28946851103217824,0.28946851103217824,0.8443449576574872,0.9428401048752575,22.759576609354294,2.5987256131126664,-1.0765,33.3612,9.8762,11.5583,11.1177,8098.1823,247.9271,-104.4592,302.7056,7.541,1.0289,1.0289,1.5473,83.3725,4.5858,7.9413,0.98280098,0.98765432,0.96385542,0.94048648,1.01015214,0.76363939,0.02457002,0.06579717454476747,0.25,39.839936458145154,24.29704679070086,7.608321160546119e+24,0.74074074,32.61149411861714,-0.030903512852149272,-0.00437833662669327,29.850781620242135,35.130423911407995,19.291497037910418,非银金融,35548172608.0
2021-03-31,600741.SH,0.062163365459118915,0.06216336351397662,0.6044465247708558,0.6044465300631819,0.03900472367463111,0.1078715209028551,1.5367776954422785,1.5367776954422785,0.12964990011469815,-0.8906347650505355,4.692725339168462,3.0830612985128756,-7.253,6.3045,5.3168,-18.062,8.1282,42.6139,124.7624,-13.2914,-2.9006,-13.5144,1.1088,0.8866,0.1295,61.3203,11.0683,1.7558,1.08117647,1.0474924,0.95862309,1.0850059,1.37793228,1.18642955,0.04217854,0.1808868363182943,0.24590164,62.01743185539716,35.515378985629184,7.439382338545666e+24,1.49197432,77.95046631075446,-0.42477548300902707,0.7911431330529165,80.6251102344235,69.57983090911073,102.71566888504904,汽车,86920600238.88
2021-03-31,600745.SH,0.024439913216976857,0.010273620019107425,0.23822980705693006,0.23815875837029815,0.050595263082571756,0.06635138073657362,0.47570731778901737,0.34075504539292606,-0.002891653100805748,0.12733858341939017,25.960711557058648,0.13818076387132025,105.8147,598.495,73.4523,321.3219,75.456,1759.3022,-145.6971,279.6099,217.6578,305.836,1.2183,0.9155,0.3688,52.908,37.3301,1.1241,0.99786172,0.95099466,1.02833158,0.81926099,0.81547877,3.39793924,0.06390667,0.14936257819144225,-0.67857143,44.60008074498178,52.354448067946905,7.684377101930102e+24,0.75908895,45.18688184209993,-2.303519960419186,0.5333462765826313,42.02306522559996,42.05585467657571,41.95748632364844,电子,84699663537.99998
2021-03-31,600760.SH,0.01628394836798677,0.016283948833417987,0.11164499019171095,0.11164498648412137,0.05570745088005549,0.06952634996600429,0.3005074238512226,0.3005074238512226,0.05674438067502081,0.896589111809683,34.361596398415344,0.2310892004313665,14.9618,16.8081,3.7727,68.4931,12.4187,390.3262,-15.5817,-935.9562,650.5673,71.5378,1.2364,0.8736,0.053,67.0187,29.4718,2.1696,1.07324735,1.06584565,0.904039,1.19981516,2.38963109,2.20314299,0.0999841,0.36312468778661827,-0.83849558,46.667104636864195,55.359315104756064,8.119539077645325e+24,0.45628694,52.652995637674884,-2.7234067495597607,1.2670430414137215,58.494879308542465,48.28901300678547,78.90661191205646,国防军工,90761980139.48
2021-03-31,600763.SH,0.0057166578521482955,0.005765328358378054,0.027201185569251406,0.026769429808671075,0.003674574942242742,0.00759902906636826,0.023975843504109546,0.02358330142783296,0.006836015484025711,-1298.6442718845701,101.9546707538869,,6.7901,26.2316,-2.9339,-0.1347,17.2411,3389.6969,68.9126,-78.7498,-2.1814,3.2122,2.4395,2.3864,0.1187,21.1677,171.0462,0.2927,1.09719241,1.09293194,0.91356674,1.28080581,2.60097601,6.76737511,0.1,0.22750085668316555,0.05,50.16466589052884,56.77720034662783,8.450717880594741e+24,0.88077445,62.039386149667884,-14.357916013136258,10.919438382228144,80.0713388641529,74.78639165614578,90.64123328016717,医药生物,80320320000.0
2021-03-31,600795.SH,0.022466482908370132,0.04152706191400464,1.1356491288064858,1.1770468398578173,-0.02469683854389044,0.6963006464575828,2.5260144952070385,2.5911292940369064,0.2616517918335009,1.845387637516357,5.718754197169727,2.183406113537118,10.2192,-3.3808,-4.2315,24.12,-2.8045,-143.0843,-9.6921,7.6155,-12.5162,24.9139,0.5494,0.4983,1.3743,66.7325,41.1879,4.4669,1.0,1.05045872,1.02232143,1.11707317,1.15873313,0.81568682,0.05333333,0.12405264866997863,0.57142857,59.031756340207764,37.378904499666994,6.651877529281861e+24,1.40340909,59.54497300389344,0.03621755379987131,0.003324317997028231,48.08290246605943,49.43354941957808,45.381608559022126,公用事业,44999411065.05
2021-03-31,600809.SH,0.01070832963309151,0.006683473523888898,0.03380228223172636,0.03370846950857072,0.0017188686646486607,0.01020881671344319,0.04825577388339161,0.040959469883134085,0.006304670123849299,2.688528943012477,66.058092582274,0.2704326923076923,13.2393,26.0781,11.0783,34.7347,22.469,-76.7527,-818.5251,-260.4221,17.8277,29.4798,1.7212,1.0125,0.0076,46.237,37.2028,0.8781,1.04654088,1.08456901,0.92444444,1.69277721,4.02620392,6.12609762,0.1,0.3204467914075197,-0.54371166,53.03303831004711,44.12778337992974,7.912460131145255e+24,1.21706096,58.69789734138821,-5.833533094913035,9.09431022355994,72.52041516591247,76.00644500872916,65.54835548027907,食品饮料,288154302924.8
2021-03-31,600837.SH,0.07519944876380637,0.07519944791759885,1.0610408425581626,1.0610408770407367,0.0932215798583437,0.08500896167715803,0.2642763442315524,0.2642763442315524,0.3524026384536393,0.9366086644678993,,2.529358626919602,11.0117,21.6966,,14.198,8.995,-22.0016,-1664.2606,373.5187,-45.7402,18.583,,,,75.7769,,3.4275,0.92869128,0.93734124,0.88844302,0.78117341,0.85698099,0.96537947,0.01280956,0.10863384100279556,0.14285714,27.67508030011856,38.975937882777245,7.660848271924678e+24,0.40646651,20.906114577521425,-0.18864499900247042,-0.13102928994494728,14.395029487175654,21.541565630137583,0.10195720125179264,非银金融,93903246068.85
2021-03-31,600845.SH,0.018366996187158334,0.013024919814144208,0.1021784603343415,0.10786910910234969,0.008412193367490755,0.021037969611417292,0.11900226552825115,0.10144883761355764,0.032395223882559956,0.901436194901487,28.415194154180334,0.6847206098365177,30.5323,1.5912,12.9104,60.3986,31.1408,364.2206,-17.7764,89.3228,16.4721,55.0132,1.6105,1.0916,0.0156,49.5827,20.6674,1.0121,1.06701972,1.07152026,0.89383509,0.82018529,1.26519874,2.8725773,0.05698779,0.1590999176796548,0.11538462,60.50757858827412,32.53636790687288,7.867175444095312e+24,1.11882078,81.17350870037058,-1.159098412908469,1.4771975762671419,89.90251888626854,83.72356597836796,102.26042470206971,计算机,49059833492.89
2021-03-31,600848.SH,0.03526852758431292,0.03493461231346682,0.3718424165558416,0.3769839398631931,0.05697265402148341,-0.046105736671949164,0.09644275374477242,0.10245331181621935,0.12673930365765457,2.6042609756767545,15.476066562941424,1.3086150490730646,-4.4015,63.6538,1.8446,10.8875,22.4334,917.1984,-11143.2762,113.5098,51.7695,15.0621,1.8687,0.5391,0.6204,56.963,-14.5971,1.5989,0.98708288,0.98022448,0.92719919,0.81547354,0.96386814,0.77291678,0.01961853,0.0913061704509427,0.16666667,41.074409026452756,12.928374114316128,7.573784686937548e+24,0.73338546,37.967873413153455,-0.14529540726975204,-0.0010339699778808553,23.109211683941552,28.223961920949574,12.87971120992551,房地产,22275438006.5
2021-03-31,600872.SH,0.023066494707431575,0.023066495527898204,0.11964071820759817,0.11964072247968965,-0.013757512093662593,0.025945298357487163,0.13279480352634443,0.13279480352634443,-0.0035828803127900574,1.905472285574057,30.11524177624985,0.578154036754078,9.5946,16.888,5.0979,22.7518,11.8446,-276.8428,-781.5514,35.4831,-5.4653,25.546,2.6318,1.5518,0.022,25.0383,64.2756,0.3612,1.05742358,0.98495017,0.74507692,0.74945837,1.17345965,1.82950803,0.04059829,0.14991780242017888,-0.46511628,40.79213374715172,53.12498718261369,7.70274393624664e+24,0.8921469,46.98383141978141,-2.994951182595467,1.1428508396253303,53.7953737217224,46.71706696643091,67.95198723230537,食品饮料,38581139305.42
2021-03-31,600886.SH,0.08144614252500161,0.06874922253350554,0.6147432416488405,0.6827510042134876,-0.01661331251430289,0.29424686836976643,0.5763012483790964,0.6134562926371021,0.3068194736256691,2.2067745659472107,8.28002752978176,2.406512242117741,-7.2297,10.6705,7.3381,5.5638,-1.4836,-217.2497,18.1261,-15.5439,-1.8675,8.3907,0.6384,0.5995,1.4226,64.2541,68.463,3.2137,1.02055498,1.01741803,1.14006889,1.09845133,1.35276693,1.55570052,0.09816613,0.21253649841848782,0.64,60.91962488194489,33.26576937377298,6.301703708358707e+24,1.84367246,60.423903669164815,0.28548893047579493,-0.035228606231122006,52.591911937676116,47.88478308787768,62.00616963727299,公用事业,69171122335.70999
2021-03-31,600887.SH,0.0300937248986014,0.0284768796179337,0.11660747009932991,0.12478633910721341,0.05483448767644339,0.04175623957891289,0.39015415548270993,0.3696663819657698,0.005099815956162471,7.773532385987521,23.0841944242146,2.0178383770884953,9.6372,16.6259,-2.7395,4.2747,43.6363,468.8947,-6.9176,473.4912,44.1718,8.7123,0.839,0.7102,0.1278,62.5904,23.0462,1.6818,1.02378517,1.01111392,0.95605445,1.04845469,1.45045005,1.32980308,0.02905199,0.14026898334110235,-0.35064935,46.06715485079451,40.826392915200834,8.010738360709729e+24,0.63331095,53.43520261788475,-1.1321540061925126,0.6175451943599013,66.1752889389156,61.62286235496234,75.28014210682211,食品饮料,237387390592.61002
2021-03-31,600893.SH,0.009430087368890366,0.009430087511669138,0.2970610790935435,0.2970610715117488,-0.0014349753162174457,0.029694545958740028,0.2356120499670537,0.2356120499670537,0.009452117960157278,20.557451189008006,37.4968126121417,0.26659460212817354,13.5742,25.8287,-10.2656,5.1584,1.9604,-104.7301,-13.8429,-215.9046,-29.166,3.1426,1.3944,0.7146,-0.0193,41.7258,13.0869,0.7438,1.02334456,0.96364405,0.88834762,1.18354102,1.96931758,1.77520231,0.06073298,0.44367875717537925,-1.0,38.48625764001881,66.52328634845327,8.06489974851056e+24,0.28674699,39.11014965343001,-3.5069755006278927,0.6651652184359396,42.26215829933874,39.7310472736531,47.32438035071003,国防军工,96110070914.95
2021-03-31,600900.SH,0.05397002747150656,0.04418403607034957,0.3526889532439314,0.3530009822770444,0.003908978351145501,0.07764682278357904,0.1186479182041991,0.10228788750493834,0.057886020998908695,2.7542703419951695,11.72546744964801,3.0681800769806746,8.7937,13.9917,-3.4583,6.7273,17.1091,418.8781,-415.7622,102.5474,-0.0304,10.0872,0.2981,0.2941,0.4325,51.5506,35.8688,1.0746,1.03176131,1.04995103,1.12961012,1.12545932,1.34810205,1.45688539,0.05544554,0.10703085239118339,0.0,64.24559560093687,23.058014288003633,6.868489160505744e+24,1.59072022,68.0498982270419,0.32417090399550547,0.08710904585824719,80.97347428547833,66.51478033939169,109.8908621776516,公用事业,487585461891.2
2021-03-31,600999.SH,0.055543443001037585,0.05554344441827991,0.5309762431305022,0.5309762405640952,0.1717748999444823,-0.05737919187792479,0.14206876772877056,0.14206876772877056,0.28826006455694864,0.6010624909772256,,1.7048346055979644,29.769,24.3256,,29.9535,30.8967,122.9084,240.1249,684.0051,-198.1658,28.5301,1.54,1.54,,78.8235,,3.7253,0.98992443,1.00203978,0.94154288,0.91591595,1.43457306,1.45935342,0.02644004,0.15422535406094873,-0.75675676,38.14688330865603,26.499162226425938,7.78740575258929e+24,0.54781421,40.67411540901173,-0.7802439365209604,0.2704597991229667,60.31780942109241,53.9223650856506,73.10869809197604,非银金融,145842403594.8
2021-03-31,601006.SH,0.10057214063004143,0.13116284240384835,1.1151109041514133,1.160364727237591,0.0014765516319031763,0.13492786022789652,0.6978101340951768,0.7668379909780733,0.12088397675104069,-0.31414940553594795,3.976091741636951,6.847360912981454,-10.6108,4.3136,-23.1354,-31.6509,0.9358,114.3665,44.7912,14.2769,-22.6281,-29.8132,2.4331,2.2898,0.0856,15.9702,107.273,0.2053,1.02785924,1.02037846,1.08850932,1.09874608,1.10817317,0.91476024,0.01349325,0.07780885805846774,0.0,68.6372555733064,19.32814283074933,7.907258163297729e+24,1.9625,73.86811920391033,0.07888758216697697,0.0069939587921524216,72.8200358645243,58.814317045050835,100.83147350347123,交通运输,104216208351.91
2021-03-31,601009.SH,0.12493621089562583,0.12297178415332145,0.9265147467859017,1.0553476768470458,-0.07421994720537736,0.47766610756586697,0.32619978238199643,0.32035092208461163,,4.005446923433502,,3.8735177865612656,4.3189,22.7497,,1.9983,12.1137,-179.3365,-225.3826,-135.1497,484.0894,5.1251,,,,92.9879,,13.4093,1.01606426,0.99021526,1.27939317,1.25870647,1.47195845,1.27449295,0.04298874,0.10130111471960929,0.04545455,60.88464197034795,41.92196064305654,8.008194487929481e+24,1.54555434,58.44161081354291,0.31062041885264746,-0.06949569538628819,68.11717359255461,63.84497519530555,76.66157038705273,银行,85839944190.87999
2021-03-31,601088.SH,0.09808260304427831,0.09808260621912203,0.90192182082968,0.9119729239945779,0.1781036839907009,0.20354957817069722,0.5840960677684723,0.5840960677684723,0.20771996661533573,-1.2291865665289312,3.562306412461851,6.26865671641791,-3.5589,2.3474,-0.7712,-8.2945,-0.0066,454.996,169.2077,-13.2008,28.8134,-4.7112,2.4784,2.2949,0.1501,23.8728,116.9744,0.3701,1.13048369,1.05956774,1.11357341,1.21230398,1.46313952,1.00184533,0.09983453,0.15415067982725836,-0.04545455,66.67472154598599,25.513735490634332,7.465904480281548e+24,1.82735613,72.02774384358672,0.21889172261035278,0.29628224116446644,70.9785114808431,58.18202128134564,96.57149187983799,采掘,331469862895.5
2021-03-31,601111.SH,-0.10961943538739795,-0.10961943950204843,0.5902067121649195,0.5898940758838458,-0.02356252499334185,0.010712655206625992,0.5287483639130364,0.5287483639130364,-0.14472394185491266,0.028671152975566577,28.77980224176864,0.4908287292817681,-48.9621,-17.0293,-152.3457,-318.1759,-3.4606,-242.5941,-32.5796,147.2658,-96.3272,-301.5606,0.2455,0.2224,1.4301,70.4953,1.7516,2.5812,1.06470588,1.0260771,1.27106742,1.26044568,1.3602292,0.69038396,0.04933815,0.19127875039797135,0.2173913,58.931059585862876,40.81031869340294,8.043606786619489e+24,1.32879377,58.72850410834809,0.29022879018048836,-0.03225775274403253,57.80688129452583,57.355769516295645,58.70910485098621,交通运输,90157292980.05
2021-03-31,601155.SH,0.13829032268700317,0.13829032638937572,0.4597263324959336,0.4585939476397594,-0.009390218259959716,0.0034615490266930345,1.3186996189785918,1.3186996189785918,-0.2740116570677495,0.307386023140642,6.704378961855531,3.4769779798642806,69.4586,31.6529,-28.0197,23.5247,16.369,-105.4315,-76.9167,194.853,-99.1238,24.7675,1.1067,0.3901,0.9499,84.7256,0.1011,9.0059,1.07158542,1.04496788,1.42232585,1.38596989,1.76456726,1.59867969,0.06385752,0.1888437360624332,-0.17272727,60.901137631551435,30.329718855403954,7.981105883553865e+24,0.83766552,68.81757107755405,0.5430585688167129,0.10093933134370703,63.37556691536431,51.866397351624194,86.39390604284453,房地产,110014221556.79999
